"order_line_id","company_id","order_id","order_item","order_number_reference","order_item_reference","order_placement_date","order_delivery_date","bill_dates","order_status","is_order_completed","sold_to_id","ship_to_id","industry","focus_industry","brenntag_bu","pps_industry","product_div_old","product_div","material_id","global_product","primary_account_manager","secondary_account_manager","plant","order_cycle_id","quantity","bill_quantity","quantity_unit","revenue","bill_revenue","local_currency","revenue_local","bill_revenue_local","margin","contribution_margin","sell_price_unit","sell_price_unit_local","margin_local","contribution_margin_local","margin_percentage","margin_benchmark","contribution_margin_percentage","contribution_margin_benchmark","region"
"0002850738_000040_E5:4147","E5:4147","0002850738","000040","0002850738","000040","2021-08-24","2021-08-24","[2021-08-24]","Completed","true","E5:0000161645","E5:0000161645","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K012",,"E5:KE01","E5:0000161645_MDA000009080_2021-08-24_E5:4147","35.0000","35.0000","KG","27.2300","27.2300","KES","3500.0000","3500.0000","7.4400","0.0000","0.7780","100.0000","955.9200","0.0000","0.2732","0.2473","0.0000","0.0000","EMEA"
"0002850537_000010_E5:4147","E5:4147","0002850537","000010","0002850537","000010","2021-08-24","2021-08-24","[2021-08-24]","Completed","true","E5:0000160815","E5:0000160815","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000160815_MDA000009080_2021-08-24_E5:4147","35.0000","35.0000","KG","25.8700","25.8700","KES","3325.0000","3325.0000","6.0800","0.0000","0.7391","95.0000","780.9200","0.0000","0.2350","0.2475","0.0000","0.0000","EMEA"
"0002858717_000020_E5:4147","E5:4147","0002858717","000020","0002858717","000020","2021-09-03","2021-09-11","[2021-09-11]","Completed","true","E5:0000160927","E5:0000160927","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K018",,"E5:KE01","E5:0000160927_MDA000009080_2021-09-03_E5:4147","35.0000","35.0000","KG","27.0300","27.0300","KES","3500.0000","3500.0000","7.3800","0.0000","0.7723","100.0000","955.9200","0.0000","0.2730","0.2508","0.0000","0.0000","EMEA"
"0002867131_000010_E5:4147","E5:4147","0002867131","000010","0002867131","000010","2021-09-15","2021-09-15","[2021-09-15]","Completed","true","E5:0000170174","E5:0000170174","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K012",,"E5:KE01","E5:0000170174_MDA000009080_2021-09-15_E5:4147","35.0000","35.0000","KG","25.6800","25.6800","KES","3325.0000","3325.0000","6.0300","0.0000","0.7337","95.0000","780.9200","0.0000","0.2348","0.2507","0.0000","0.0000","EMEA"
"0002868680_000010_E5:4147","E5:4147","0002868680","000010","0002868680","000010","2021-09-16","2021-09-17","[2021-09-17]","Completed","true","E5:0000166754","E5:0000166754","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000166754_MDA000009080_2021-09-16_E5:4147","35.0000","35.0000","KG","27.0300","27.0300","KES","3500.0000","3500.0000","7.3800","0.0000","0.7723","100.0000","955.9200","0.0000","0.2730","0.2524","0.0000","0.0000","EMEA"
"0002870866_000010_E5:4147","E5:4147","0002870866","000010","0002870866","000010","2021-09-20","2021-09-21","[2021-09-21]","Completed","true","E5:0000161145","E5:0000161145","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000161145_MDA000009080_2021-09-20_E5:4147","35.0000","35.0000","KG","27.0300","27.0300","KES","3500.0000","3500.0000","7.3800","0.0000","0.7723","100.0000","955.9200","0.0000","0.2730","0.2519","0.0000","0.0000","EMEA"
"0002873569_000040_E5:4147","E5:4147","0002873569","000040","0002873569","000040","2021-09-23","2021-09-23","[2021-09-23]","Completed","true","E5:0000160815","E5:0000160815","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000160815_MDA000009080_2021-09-23_E5:4147","35.0000","35.0000","KG","25.6800","25.6800","KES","3325.0000","3325.0000","6.0300","0.0000","0.7337","95.0000","780.9200","0.0000","0.2348","0.2518","0.0000","0.0000","EMEA"
"0002882721_000020_E5:4147","E5:4147","0002882721","000020","0002882721","000020","2021-10-06","2021-10-06","[2021-10-06]","Completed","true","E5:0000173060","E5:0000173060","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000173060_MDA000009080_2021-10-06_E5:4147","35.0000","35.0000","KG","29.9500","29.9500","KES","3850.0000","3850.0000","8.2300","0.0000","0.8557","110.0000","1058.5500","0.0000","0.2748","0.2536","0.0000","0.0000","EMEA"
"0002883153_000020_E5:4147","E5:4147","0002883153","000020","0002883153","000020","2021-10-06","2021-10-06","[2021-10-06]","Completed","true","E5:0000166730","E5:0000166730","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000166730_MDA000009080_2021-10-06_E5:4147","35.0000","35.0000","KG","27.2200","27.2200","KES","3500.0000","3500.0000","5.5100","0.0000","0.7777","100.0000","708.5400","0.0000","0.2024","0.2497","0.0000","0.0000","EMEA"
"0002900121_000010_E5:4147","E5:4147","0002900121","000010","0002900121","000010","2021-10-28","2021-10-28","[2021-10-28]","Completed","true","E5:0000163901","E5:0000163901","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K012",,"E5:KE01","E5:0000163901_MDA000009080_2021-10-28_E5:4147","35.0000","35.0000","KG","34.0300","34.0300","KES","4375.0000","4375.0000","12.2800","0.0000","0.9723","125.0000","1578.1800","0.0000","0.3609","0.2514","0.0000","0.0000","EMEA"
"0002902467_000010_E5:4147","E5:4147","0002902467","000010","0002902467","000010","2021-11-02","2021-11-02","[2021-11-02]","Completed","true","E5:0000171659","E5:0000171659","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000171659_MDA000009080_2021-11-02_E5:4147","35.0000","35.0000","KG","34.2700","34.2700","KES","4375.0000","4375.0000","12.8800","0.0000","0.9791","125.0000","1644.2500","0.0000","0.3758","0.2580","0.0000","0.0000","EMEA"
"0002909966_000050_E5:4147","E5:4147","0002909966","000050","0002909966","000050","2021-11-11","2021-11-11","[2021-11-11]","Completed","true","E5:0000160751","E5:0000160751","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000160751_MDA000009080_2021-11-11_E5:4147","35.0000","35.0000","KG","34.2700","34.2700","KES","4375.0000","4375.0000","12.8800","0.0000","0.9791","125.0000","1644.2500","0.0000","0.3758","0.2623","0.0000","0.0000","EMEA"
"0002911494_000020_E5:4147","E5:4147","0002911494","000020","0002911494","000020","2021-11-15","2021-11-15","[2021-11-15]","Completed","true","E5:0000160815","E5:0000160815","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000160815_MDA000009080_2021-11-15_E5:4147","35.0000","35.0000","KG","34.2700","34.2700","KES","4375.0000","4375.0000","12.8800","0.0000","0.9791","125.0000","1644.2500","0.0000","0.3758","0.2797","0.0000","0.0000","EMEA"
"0002939477_000010_E5:4147","E5:4147","0002939477","000010","0002939477","000010","2021-12-22","2021-12-22","[2021-12-22]","Completed","true","E5:0000160815","E5:0000160815","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000160815_MDA000009080_2021-12-22_E5:4147","35.0000","35.0000","KG","34.2900","34.2900","KES","4375.0000","4375.0000","12.8900","0.0000","0.9797","125.0000","1644.2500","0.0000","0.3759","0.2845","0.0000","0.0000","EMEA"
"0002945534_000030_E5:4147","E5:4147","0002945534","000030","0002945534","000030","2022-01-06","2022-01-07","[2022-01-07]","Completed","true","E5:0000160751","E5:0000160751","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000160751_MDA000009080_2022-01-06_E5:4147","35.0000","35.0000","KG","36.8400","36.8400","KES","4725.0000","4725.0000","15.5500","0.0000","1.0526","135.0000","1994.2500","0.0000","0.4221","0.2934","0.0000","0.0000","EMEA"
"0002947130_000060_E5:4147","E5:4147","0002947130","000060","0002947130","000060","2022-01-10","2022-01-10","[2022-01-10]","Completed","true","E5:0000166730","E5:0000166730","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000166730_MDA000009080_2022-01-10_E5:4147","35.0000","35.0000","KG","32.7500","32.7500","KES","4200.0000","4200.0000","11.4600","0.0000","0.9357","120.0000","1469.2500","0.0000","0.3499","0.2970","0.0000","0.0000","EMEA"
"0002953771_000050_E5:4147","E5:4147","0002953771","000050","0002953771","000050","2022-01-18","2022-01-18","[2022-01-18]","Completed","true","E5:0000163901","E5:0000163901","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K012",,"E5:KE01","E5:0000163901_MDA000009080_2022-01-18_E5:4147","35.0000","35.0000","KG","34.1100","34.1100","KES","4375.0000","4375.0000","12.8200","0.0000","0.9746","125.0000","1644.2500","0.0000","0.3758","0.3019","0.0000","0.0000","EMEA"
"0002957760_000020_E5:4147","E5:4147","0002957760","000020","0002957760","000020","2022-01-24","2022-01-25","[2022-01-25]","Completed","true","E5:0000166730","E5:0000166730","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000166730_MDA000009080_2022-01-24_E5:4147","35.0000","35.0000","KG","32.7500","32.7500","KES","4200.0000","4200.0000","9.8800","0.0000","0.9357","120.0000","1267.1800","0.0000","0.3017","0.3033","0.0000","0.0000","EMEA"
"0002964486_000030_E5:4147","E5:4147","0002964486","000030","0002964486","000030","2022-02-02","2022-02-02","[2022-02-02]","Completed","true","E5:0000163901","E5:0000163901","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K012",,"E5:KE01","E5:0000163901_MDA000009080_2022-02-02_E5:4147","35.0000","35.0000","KG","33.9600","33.9600","KES","4375.0000","4375.0000","11.1900","0.0000","0.9703","125.0000","1442.1800","0.0000","0.3295","0.3060","0.0000","0.0000","EMEA"
"0002965320_000010_E5:4147","E5:4147","0002965320","000010","0002965320","000010","2022-02-03","2022-02-03","[2022-02-03]","Completed","true","E5:0000160815","E5:0000160815","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000160815_MDA000009080_2022-02-03_E5:4147","35.0000","35.0000","KG","33.9600","33.9600","KES","4375.0000","4375.0000","11.1900","0.0000","0.9703","125.0000","1442.1800","0.0000","0.3295","0.3105","0.0000","0.0000","EMEA"
"0002965519_000030_E5:4147","E5:4147","0002965519","000030","0002965519","000030","2022-02-03","2022-02-03","[2022-02-03]","Completed","true","E5:0000160751","E5:0000160751","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000160751_MDA000009080_2022-02-03_E5:4147","35.0000","35.0000","KG","33.9600","33.9600","KES","4375.0000","4375.0000","11.1900","0.0000","0.9703","125.0000","1442.1800","0.0000","0.3295","0.3132","0.0000","0.0000","EMEA"
"0002970199_000030_E5:4147","E5:4147","0002970199","000030","0002970199","000030","2022-02-09","2022-02-09","[2022-02-09]","Completed","true","E5:0000190944","E5:0000190944","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K012",,"E5:KE01","E5:0000190944_MDA000009080_2022-02-09_E5:4147","35.0000","35.0000","KG","32.6000","32.6000","KES","4200.0000","4200.0000","9.8400","0.0000","0.9314","120.0000","1267.1800","0.0000","0.3018","0.3145","0.0000","0.0000","EMEA"
"0002975444_000080_E5:4147","E5:4147","0002975444","000080","0002975444","000080","2022-02-17","2022-02-17","[2022-02-17]","Completed","true","E5:0000163150","E5:0000163150","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K012",,"E5:KE01","E5:0000163150_MDA000009080_2022-02-17_E5:4147","35.0000","35.0000","KG","32.6000","32.6000","KES","4200.0000","4200.0000","9.8400","0.0000","0.9314","120.0000","1267.1800","0.0000","0.3018","0.3177","0.0000","0.0000","EMEA"
"0002986741_000020_E5:4147","E5:4147","0002986741","000020","0002986741","000020","2022-03-04","2022-03-04","[2022-03-04]","Completed","true","E5:0000161645","E5:0000161645","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K012",,"E5:KE01","E5:0000161645_MDA000009080_2022-03-04_E5:4147","35.0000","35.0000","KG","34.7500","34.7500","KES","4375.0000","4375.0000","11.4600","0.0000","0.9929","125.0000","1442.1800","0.0000","0.3298","0.3204","0.0000","0.0000","EMEA"
"0002987183_000020_E5:4147","E5:4147","0002987183","000020","0002987183","000020","2022-03-04","2022-03-04","[2022-03-04]","Completed","true","E5:0000163354","E5:0000163354","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K012",,"E5:KE01","E5:0000163354_MDA000009080_2022-03-04_E5:4147","35.0000","35.0000","KG","33.3600","33.3600","KES","4200.0000","4200.0000","10.0700","0.0000","0.9531","120.0000","1267.1800","0.0000","0.3019","0.3236","0.0000","0.0000","EMEA"
"0002992965_000020_E5:4147","E5:4147","0002992965","000020","0002992965","000020","2022-03-14","2022-03-14","[2022-03-14]","Completed","true","E5:0000160815","E5:0000160815","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000160815_MDA000009080_2022-03-14_E5:4147","35.0000","35.0000","KG","34.7500","34.7500","KES","4375.0000","4375.0000","11.4600","0.0000","0.9929","125.0000","1442.1800","0.0000","0.3298","0.3263","0.0000","0.0000","EMEA"
"0002996434_000030_E5:4147","E5:4147","0002996434","000030","0002996434","000030","2022-03-17","2022-03-17","[2022-03-17]","Completed","true","E5:0000163214","E5:0000163214","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K001",,"E5:KE01","E5:0000163214_MDA000009080_2022-03-17_E5:4147","35.0000","35.0000","KG","33.3600","33.3600","KES","4200.0000","4200.0000","10.0700","0.0000","0.9531","120.0000","1267.1800","0.0000","0.3019","0.3277","0.0000","0.0000","EMEA"
"0002997652_000020_E5:4147","E5:4147","0002997652","000020","0002997652","000020","2022-03-18","2022-03-18","[2022-03-18]","Completed","true","E5:0000163901","E5:0000163901","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K012",,"E5:KE01","E5:0000163901_MDA000009080_2022-03-18_E5:4147","35.0000","35.0000","KG","34.7500","34.7500","KES","4375.0000","4375.0000","11.4600","0.0000","0.9929","125.0000","1442.1800","0.0000","0.3298","0.3322","0.0000","0.0000","EMEA"
"0002997341_000020_E5:4147","E5:4147","0002997341","000020","0002997341","000020","2022-03-18","2022-03-19","[2022-03-19]","Completed","true","E5:0000166730","E5:0000166730","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000166730_MDA000009080_2022-03-18_E5:4147","35.0000","35.0000","KG","33.3600","33.3600","KES","4200.0000","4200.0000","10.0700","0.0000","0.9531","120.0000","1267.1800","0.0000","0.3019","0.3335","0.0000","0.0000","EMEA"
"0003009115_000010_E5:4147","E5:4147","0003009115","000010","0003009115","000010","2022-04-04","2022-04-04","[2022-04-04]","Completed","true","E5:0000166730","E5:0000166730","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000166730_MDA000009080_2022-04-04_E5:4147","35.0000","35.0000","KG","33.6700","33.6700","KES","4200.0000","4200.0000","10.1600","0.0000","0.9620","120.0000","1267.1800","0.0000","0.3018","0.3382","0.0000","0.0000","EMEA"
"0003010120_000030_E5:4147","E5:4147","0003010120","000030","0003010120","000030","2022-04-05","2022-04-05","[2022-04-05]","Completed","true","E5:0000160751","E5:0000160751","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000160751_MDA000009080_2022-04-05_E5:4147","35.0000","35.0000","KG","35.0700","35.0700","KES","4375.0000","4375.0000","11.5600","0.0000","1.0020","125.0000","1442.1800","0.0000","0.3296","0.3367","0.0000","0.0000","EMEA"
"0003017396_000020_E5:4147","E5:4147","0003017396","000020","0003017396","000020","2022-04-14","2022-04-14","[2022-04-14]","Completed","true","E5:0000163145","E5:0000163145","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000163145_MDA000009080_2022-04-14_E5:4147","35.0000","35.0000","KG","33.6700","33.6700","KES","4200.0000","4200.0000","7.7400","0.0000","0.9620","120.0000","966.0100","0.0000","0.2299","0.3298","0.0000","0.0000","EMEA"
"0003018421_000010_E5:4147","E5:4147","0003018421","000010","0003018421","000010","2022-04-19","2022-04-19","[2022-04-19]","Completed","true","E5:0000160815","E5:0000160815","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000160815_MDA000009080_2022-04-19_E5:4147","35.0000","35.0000","KG","35.0700","35.0700","KES","4375.0000","4375.0000","9.1500","0.0000","1.0020","125.0000","1141.0100","0.0000","0.2609","0.3243","0.0000","0.0000","EMEA"
"0003024144_000030_E5:4147","E5:4147","0003024144","000030","0003024144","000030","2022-04-26","2022-04-28","[2022-04-28]","Completed","true","E5:0000160751","E5:0000160751","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000160751_MDA000009080_2022-04-26_E5:4147","35.0000","35.0000","KG","35.0700","35.0700","KES","4375.0000","4375.0000","9.1500","0.0000","1.0020","125.0000","1141.0100","0.0000","0.2609","0.3188","0.0000","0.0000","EMEA"
"0003042416_000020_E5:4147","E5:4147","0003042416","000020","0003042416","000020","2022-05-23","2022-05-23","[2022-05-23]","Completed","true","E5:0000163901","E5:0000163901","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K012",,"E5:KE01","E5:0000163901_MDA000009080_2022-05-23_E5:4147","35.0000","35.0000","KG","35.5900","35.5900","KES","4375.0000","4375.0000","9.3100","0.0000","1.0169","125.0000","1144.1900","0.0000","0.2616","0.3134","0.0000","0.0000","EMEA"
"0003028973_000050_E5:4147","E5:4147","0003028973","000050","0003028973","000050","2022-05-25","2022-07-06","[2022-07-06]","Completed","true","E5:0000186072","E5:0000186072","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000186072_MDA000009080_2022-05-25_E5:4147","35.0000","35.0000","KG","37.0100","37.8000","KES","4550.0000","4550.0000","10.9500","0.0000","1.0800","130.0000","1317.8100","0.0000","0.2897","0.3071","0.0000","0.0000","EMEA"
"0003044642_000040_E5:4147","E5:4147","0003044642","000040","0003044642","000040","2022-05-26","2022-05-26","[2022-05-26]","Completed","true","E5:0000160815","E5:0000160815","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000160815_MDA000009080_2022-05-26_E5:4147","35.0000","35.0000","KG","35.5900","35.5900","KES","4375.0000","4375.0000","9.3100","0.0000","1.0169","125.0000","1144.1900","0.0000","0.2616","0.3029","0.0000","0.0000","EMEA"
"0003045339_000010_E5:4147","E5:4147","0003045339","000010","0003045339","000010","2022-05-27","2022-05-27","[2022-05-27]","Completed","true","E5:0000163354","E5:0000163354","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K012",,"E5:KE01","E5:0000163354_MDA000009080_2022-05-27_E5:4147","35.0000","35.0000","KG","35.5900","35.5900","KES","4375.0000","4375.0000","9.3100","0.0000","1.0169","125.0000","1144.1900","0.0000","0.2616","0.2975","0.0000","0.0000","EMEA"
"0003055046_000020_E5:4147","E5:4147","0003055046","000020","0003055046","000020","2022-06-10","2022-06-10","[2022-06-10]","Completed","true","E5:0000192613","E5:0000192613","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K001",,"E5:KE01","E5:0000192613_MDA000009080_2022-06-10_E5:4147","35.0000","35.0000","KG","33.9300","33.9300","KES","4200.0000","4200.0000","7.8200","0.0000","0.9694","120.0000","967.8100","0.0000","0.2305","0.2941","0.0000","0.0000","EMEA"
"0003056526_000020_E5:4147","E5:4147","0003056526","000020","0003056526","000020","2022-06-13","2022-06-13","[2022-06-13]","Completed","true","E5:0000163708","E5:0000163708","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000163708_MDA000009080_2022-06-13_E5:4147","35.0000","35.0000","KG","33.9300","33.9300","KES","4200.0000","4200.0000","7.8200","0.0000","0.9694","120.0000","967.8100","0.0000","0.2305","0.2893","0.0000","0.0000","EMEA"
"0003059176_000020_E5:4147","E5:4147","0003059176","000020","0003059176","000020","2022-06-16","2022-06-16","[2022-06-16]","Completed","true","E5:0000166730","E5:0000166730","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000166730_MDA000009080_2022-06-16_E5:4147","35.0000","35.0000","KG","33.9300","33.9300","KES","4200.0000","4200.0000","7.8200","0.0000","0.9694","120.0000","967.8100","0.0000","0.2305","0.2846","0.0000","0.0000","EMEA"
"0003062117_000030_E5:4147","E5:4147","0003062117","000030","0003062117","000030","2022-06-21","2022-06-21","[2022-06-21]","Completed","true","E5:0000163145","E5:0000163145","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000163145_MDA000009080_2022-06-21_E5:4147","35.0000","35.0000","KG","33.9300","33.9300","KES","4200.0000","4200.0000","7.8200","0.0000","0.9694","120.0000","967.8100","0.0000","0.2305","0.2799","0.0000","0.0000","EMEA"
"0003068238_000010_E5:4147","E5:4147","0003068238","000010","0003068238","000010","2022-06-29","2022-06-29","[2022-06-29]","Completed","true","E5:0000166730","E5:0000166730","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000166730_MDA000009080_2022-06-29_E5:4147","35.0000","35.0000","KG","33.9300","33.9300","KES","4200.0000","4200.0000","7.8200","0.0000","0.9694","120.0000","967.8100","0.0000","0.2305","0.2765","0.0000","0.0000","EMEA"
"0003068699_000010_E5:4147","E5:4147","0003068699","000010","0003068699","000010","2022-06-30","2022-06-30","[2022-06-30]","Completed","true","E5:0000160751","E5:0000160751","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000160751_MDA000009080_2022-06-30_E5:4147","35.0000","35.0000","KG","35.3500","35.3500","KES","4375.0000","4375.0000","9.2300","0.0000","1.0100","125.0000","1142.8100","0.0000","0.2611","0.2746","0.0000","0.0000","EMEA"
"0003069972_000010_E5:4147","E5:4147","0003069972","000010","0003069972","000010","2022-07-01","2022-07-01","[2022-07-01]","Completed","true","E5:0000161021","E5:0000161021","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K018",,"E5:KE01","E5:0000161021_MDA000009080_2022-07-01_E5:4147","35.0000","35.0000","KG","36.3400","36.3400","KES","4375.0000","4375.0000","9.4900","0.0000","1.0383","125.0000","1142.8100","0.0000","0.2611","0.2713","0.0000","0.0000","EMEA"
"0003071061_000010_E5:4147","E5:4147","0003071061","000010","0003071061","000010","2022-07-04","2022-07-04","[2022-07-04]","Completed","true","E5:0000160815","E5:0000160815","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000160815_MDA000009080_2022-07-04_E5:4147","35.0000","35.0000","KG","34.8900","34.8900","KES","4200.0000","4200.0000","8.0400","0.0000","0.9969","120.0000","967.8100","0.0000","0.2304","0.2679","0.0000","0.0000","EMEA"
"0003076861_000020_E5:4147","E5:4147","0003076861","000020","0003076861","000020","2022-07-12","2022-07-12","[2022-07-12]","Completed","true","E5:0000163870","E5:0000163870","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K012",,"E5:KE01","E5:0000163870_MDA000009080_2022-07-12_E5:4147","35.0000","35.0000","KG","34.8900","34.8900","KES","4200.0000","4200.0000","8.0400","0.0000","0.9969","120.0000","967.8100","0.0000","0.2304","0.2632","0.0000","0.0000","EMEA"
"0003088434_000020_E5:4147","E5:4147","0003088434","000020","0003088434","000020","2022-07-28","2022-07-28","[2022-07-28]","Completed","true","E5:0000190944","E5:0000190944","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K012",,"E5:KE01","E5:0000190944_MDA000009080_2022-07-28_E5:4147","35.0000","35.0000","KG","34.3100","34.3100","KES","4130.0000","4130.0000","7.4600","0.0000","0.9803","118.0000","897.8100","0.0000","0.2174","0.2592","0.0000","0.0000","EMEA"
"0003092807_000020_E5:4147","E5:4147","0003092807","000020","0003092807","000020","2022-08-04","2022-08-04","[2022-08-04]","Completed","true","E5:0000192613","E5:0000192613","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K001",,"E5:KE01","E5:0000192613_MDA000009080_2022-08-04_E5:4147","35.0000","35.0000","KG","34.7500","34.7500","KES","4200.0000","4200.0000","8.0100","0.0000","0.9929","120.0000","967.8100","0.0000","0.2305","0.2544","0.0000","0.0000","EMEA"
"0003104058_000020_E5:4147","E5:4147","0003104058","000020","0003104058","000020","2022-08-24","2022-08-24","[2022-08-24]","Completed","true","E5:0000163145","E5:0000163145","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000163145_MDA000009080_2022-08-24_E5:4147","35.0000","35.0000","KG","34.7500","34.7500","KES","4200.0000","4200.0000","8.0100","0.0000","0.9929","120.0000","967.8100","0.0000","0.2305","0.2510","0.0000","0.0000","EMEA"
"0003104015_000020_E5:4147","E5:4147","0003104015","000020","0003104015","000020","2022-08-24","2022-08-24","[2022-08-24]","Completed","true","E5:0000166730","E5:0000166730","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000166730_MDA000009080_2022-08-24_E5:4147","35.0000","35.0000","KG","34.7500","34.7500","KES","4200.0000","4200.0000","8.0100","0.0000","0.9929","120.0000","967.8100","0.0000","0.2305","0.2476","0.0000","0.0000","EMEA"
"0003104861_000040_E5:4147","E5:4147","0003104861","000040","0003104861","000040","2022-08-25","2022-08-25","[2022-08-25]","Completed","true","E5:0000161923","E5:0000161923","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K012",,"E5:KE01","E5:0000161923_MDA000009080_2022-08-25_E5:4147","35.0000","35.0000","KG","34.7500","34.7500","KES","4200.0000","4200.0000","8.0100","0.0000","0.9929","120.0000","967.8100","0.0000","0.2305","0.2429","0.0000","0.0000","EMEA"
"0003109190_000030_E5:4147","E5:4147","0003109190","000030","0003109190","000030","2022-08-31","2022-08-31","[2022-08-31]","Completed","true","E5:0000160815","E5:0000160815","CASE","Material Science","MS","CC00","BES","BES","E5:000000000012638601","MDA000009080","E5:K010",,"E5:KE01","E5:0000160815_MDA000009080_2022-08-31_E5:4147","35.0000","35.0000","KG","34.7500","34.7500","KES","4200.0000","4200.0000","8.0100","0.0000","0.9929","120.0000","967.8100","0.0000","0.2305","0.2429","0.0000","0.0000","EMEA"
